Family,Genus,Species,Subspecies,Cvalue,Source
Fungi,Paracoccidioides,brasiliensis,,0.024,
Fungi,Paracoccidioides,brasiliensis,,0.024,
Fungi,Paracoccidioides,brasiliensis,,0.025,
Fungi,Paracoccidioides,brasiliensis,,0.025,
Fungi,Paracoccidioides,brasiliensis,,0.026,
Fungi,Paracoccidioides,brasiliensis,,0.026,
Fungi,Paracoccidioides,brasiliensis,,0.027,
Fungi,Paracoccidioides,brasiliensis,,0.028,
Fungi,Paracoccidioides,brasiliensis,,0.029,
Fungi,Paracoccidioides,brasiliensis,,0.029,
Fungi,Paracoccidioides,brasiliensis,,0.03,
Fungi,Paracoccidioides,brasiliensis,,0.03,
Fungi,Paracoccidioides,brasiliensis,,0.03,
Fungi,Paracoccidioides,brasiliensis,,0.03,
Fungi,Paracoccidioides,brasiliensis,,0.03,
Fungi,Paracoccidioides,brasiliensis,,0.03,
Fungi,Paracoccidioides,brasiliensis,,0.031,
Fungi,Paracoccidioides,brasiliensis,,0.031,
Fungi,Paracoccidioides,brasiliensis,,0.031,
Fungi,Paracoccidioides,brasiliensis,,0.031,
Fungi,Paracoccidioides,brasiliensis,,0.031,
Fungi,Paracoccidioides,brasiliensis,,0.031,
Fungi,Paracoccidioides,brasiliensis,,0.031,
Fungi,Paracoccidioides,brasiliensis,,0.032,
Fungi,Paracoccidioides,brasiliensis,,0.032,
Fungi,Paracoccidioides,brasiliensis,,0.032,
Fungi,Paracoccidioides,brasiliensis,,0.032,
Fungi,Paracoccidioides,brasiliensis,,0.033,
Fungi,Paracoccidioides,brasiliensis,,0.033,
Fungi,Paracoccidioides,brasiliensis,,0.034,
Fungi,Paracoccidioides,brasiliensis,,0.036,
Fungi,Paracoccidioides,brasiliensis,,0.036,
Fungi,Paracoccidioides,brasiliensis,,0.036,
Fungi,Paracoccidioides,brasiliensis,,0.044,
Fungi,Paracoccidioides,brasiliensis,,0.047,
Fungi,Paracoccidioides,brasiliensis,,0.049,
Fungi,Paracoccidioides,brasiliensis,,0.054,
Fungi,Paracoccidioides,brasiliensis,,0.058,
Fungi,Paracoccidioides,brasiliensis,,0.062,
Fungi,Paracoccidioides,brasiliensis,,0.068,
Fungi,Paracoccidioides,brasiliensis,,0.068,
Fungi,Paracoccidioides,brasiliensis,,0.071,
Fungi,Paracoccidioides,brasiliensis,,0.075,
Fungi,Trichophyton,mentagrophytes,,0.022,
Fungi,Trichophyton,mentagrophytes,,0.023,
Fungi,Trichophyton,mentagrophytes,,0.023,
Fungi,Trichophyton,rubrum,,0.023,
Fungi,Trichophyton,rubrum,,0.023,
Fungi,Trichophyton,rubrum,,0.023,
Fungi,Trichophyton,rubrum,,0.023,
Fungi,Trichophyton,rubrum,,0.024,
Fungi,Trichophyton,rubrum,,0.024,
Fungi,Trichophyton,rubrum,,0.024,
Fungi,Trichophyton,rubrum,,0.024,
Fungi,Trichophyton,rubrum,,0.024,
Fungi,Trichophyton,rubrum,,0.024,
Fungi,Trichophyton,rubrum,,0.024,
Fungi,Trichophyton,rubrum,,0.036,
Fungi,Trichophyton,rubrum,,0.041,
Fungi,Trichophyton,verrucosum,,0.023,
Fungi,Uncinocarpus,reesii,,0.023,
Fungi,Uncinocarpus,reesii,,0.031,
Fungi,Grosmannia,clavigera,,0.03,
Fungi,Grosmannia,clavigera,,0.033,
Fungi,Ophiostoma,epigloeum,,0.023,
Fungi,Ophiostoma,novo-ulmi,,0.033,
Fungi,Ophiostoma,piceae,,0.033,
Fungi,Ophiostoma,piceae,,0.034,
Fungi,Ophiostoma,polyporicola,,0.031,
Fungi,Sporothrix,brasiliensis,,0.034,
Fungi,Sporothrix,globosa,,0.036,
Fungi,Sporothrix,insectorum,,0.036,
Fungi,Sporothrix,pallida,,0.039,
Fungi,Sporothrix,schenckii,,0.029,
Fungi,Sporothrix,schenckii,,0.039,
Fungi,Sporothrix,schenckii,,0.04,
Fungi,Sporothrix,schenckii,,0.04,
Fungi,Sporothrix,schenckii,,0.045,
Fungi,Sporothrix,schenckii,,0.045,
Fungi,Sporothrix,schenckii,,0.045,
Fungi,Sporothrix,schenckii,,0.045,
Fungi,Sporothrix,schenckii,,0.046,
Fungi,Sporothrix,schenckii,,0.047,
Fungi,Sporothrix,schenckii,,0.048,
Fungi,Sporothrix,schenckii,,0.049,
Fungi,Sporothrix,schenckii,,0.049,
Fungi,Sporothrix,schenckii,,0.05,
Fungi,Sporothrix,schenckii,,0.05,
Fungi,Arthrobotrys,oligospora,,0.041,
Fungi,Dactylellina,haptotyla,,0.04,
Fungi,Drechslerella,stenobrocha,,0.021,
Fungi,Stictis,radiata cf.,,0.032,
Fungi,Lobaria,pulmonaria,,0.057,
Fungi,Aleuria,aurantia,,0.026,
Fungi,Aleuria,aurantia,,0.026,
Fungi,Anthracobia,melaloma,,0.021,
Fungi,Anthracobia,melaloma,,0.035,
Fungi,Ascobolus,equinus,,0.026,
Fungi,Ascobolus,foliicola,,0.054,
Fungi,Ascobolus,minutus,,0.074,
Fungi,Ascobolus,stercorarius,,0.047,
Fungi,Ascobolus,stercorarius,,0.05,
Fungi,Ascobolus,stercorarius,,0.052,
Fungi,Ascodesmis,nigricans,,0.028,
Fungi,Byssonectria,tetraspora,,0.2,
Fungi,Caloscypha,fulgens,,0.046,
Fungi,Cheilymenia,fimicola,,0.026,
Fungi,Cheilymenia,fimicola,,0.026,
Fungi,Cheilymenia,oligotricha,,0.027,
Fungi,Cheilymenia,stercorea,,0.025,
Fungi,Cheilymenia,stercorea,,0.025,
Fungi,Cheilymenia,stercorea,,0.028,
Fungi,Cheilymenia,theleboloides,,0.024,
Fungi,Choiromyces,venosus,,0.129,
Fungi,Coprobia,granulata,,0.037,
Fungi,Disciotis,venosa,,0.035,
Fungi,Disciotis,venosa,,0.046,
Fungi,Fimaria sp.,,,0.049,
Fungi,Fimaria sp.,,,0.052,
Fungi,Galiella,rufa,,0.074,
Fungi,Geopora,arenicola,,0.09,
Fungi,Geopora,foliacea,,0.05,
Fungi,Geopora,semi-immersa,,0.084,
Fungi,Geopora,semi-immersa,,0.087,
Fungi,Geopyxis,carbonaria,,0.051,
Fungi,Geopyxis,carbonaria,,0.052,
Fungi,Gyromitra,esculenta,,0.033,
Fungi,Gyromitra,esculenta,,0.034,
Fungi,Gyromitra,esculenta,,0.046,
Fungi,Gyromitra,infula,,0.032,
Fungi,Gyromitra,infula,,0.047,
Fungi,Helvella,acetabulum,,0.097,
Fungi,Helvella,acetabulum,,0.102,
Fungi,Helvella,acetabulum,,0.105,
Fungi,Helvella,alpestris,,0.108,
Fungi,Helvella,crispa,,0.05,
Fungi,Helvella,crispa,,0.052,
Fungi,Helvella,crispa,,0.056,
Fungi,Helvella,elastica,,0.052,
Fungi,Helvella,lacunosa,,0.047,
Fungi,Helvella,lacunosa,,0.05,
Fungi,Helvella,lacunosa,,0.051,
Fungi,Helvella,silvicola,,0.054,
Fungi,Humaria,hemisphaerica,,0.067,
Fungi,Humaria,hemisphaerica,,0.072,
Fungi,Iodophanus,carneus,,0.032,
Fungi,Jafnea,semitosta,,3.707,
Fungi,Kalaharituber,pfeilii,,0.081,
Fungi,Kotlabaea,deformis,,0.033,
Fungi,Lasiobolus,cuniculi,,0.026,
Fungi,Lasiobolus,cuniculi,,0.028,
Fungi,Leucangium,carthusianum,,0.117,
Fungi,Leucoscypha,leucotricha,,0.12,
Fungi,Melastiza,chateri,,0.025,
Fungi,Melastiza,chateri,,0.028,
Fungi,Mitrophora,semilibera,,0.047,
Fungi,Mitrophora,semilibera,,0.05,
Fungi,Mitrophora,semilibera,,0.051,
Fungi,Morchella,fluvialis,,0.056,
Fungi,Morchella,angusticeps,,0.058,
Fungi,Morchella,brunnea,,0.058,
Fungi,Morchella,diminutiva,,0.055,
Fungi,Morchella,disparilis,,0.052,
Fungi,Morchella,disparilis,,0.052,
Fungi,Morchella,eohespera,,0.053,
Fungi,Morchella,esculenta,,0.046,
Fungi,Morchella,esculenta,,0.047,
Fungi,Morchella,esculenta,,0.047,
Fungi,Morchella,esculenta,,0.047,
Fungi,Morchella,esculenta,,0.047,
Fungi,Morchella,esculenta,,0.047,
Fungi,Morchella,esculenta,,0.049,
Fungi,Morchella,esculenta,,0.05,
Fungi,Morchella,esculenta,,0.051,
Fungi,Morchella,esculenta,,0.052,
Fungi,Morchella,esculenta,,0.052,
Fungi,Morchella,esculenta,,0.052,
Fungi,Morchella,esculenta,,0.053,
Fungi,Morchella,fluvialis,,0.056,
Fungi,Morchella,hispaniolensis,,0.064,
Fungi,Morchella,importuna,,0.049,
Fungi,Morchella,importuna,,0.05,
Fungi,Morchella,kakiicolor,,0.07,
Fungi,Morchella,peruviana,,0.065,
Fungi,Morchella,prava,,0.054,
Fungi,Morchella,pulchella,,0.059,
Fungi,Morchella,punctipes,,0.056,
Fungi,Morchella,semilibera,,0.057,
Fungi,Morchella,snyderi,,0.056,
Fungi,Morchella,steppicola,,0.083,
Fungi,Neottiella,,,0.035,
Fungi,Neottiella,,,0.037,
Fungi,Neottiella,aphanodictyon,,0.419,
Fungi,Neottiella,aphanodictyon,,0.889,
Fungi,Neottiella,aphanodictyon,,5.031,
Fungi,Neottiella,hetieri,,0.043,
Fungi,Neottiella,hetieri,,0.426,
Fungi,Neottiella,hetieri,,0.801,
Fungi,Neottiella,rutilans,,0.634,
Fungi,Neottiella,rutilans,,0.798,
Fungi,Neottiella,rutilans,,0.818,
Fungi,Neottiella,rutilans,,1.03,
Fungi,Neottiella,rutilans,,1.127,
Fungi,Neottiella,rutilans,,1.827,
Fungi,Neottiella,rutilans,,5.035,
Fungi,Neottiella,rutilans,,5.91,
Fungi,Neottiella,rutilans,,5.93,
Fungi,Neottiella,vivida,,1.457,
Fungi,Neottiella,vivida,,2.275,
Fungi,Neottiella,vivida,,3.556,
Fungi,Neottiella,vivida,,3.804,
Fungi,Neottiella,vivida,,4.849,
Fungi,Neottiella,vivida,,5.109,
Fungi,Neottiella,vivida,,5.379,
Fungi,Neottiella,vivida,,5.408,
Fungi,Octospora,,,0.019,
Fungi,Octospora,axillaris,,0.196,
Fungi,Octospora,bridei,,0.211,
Fungi,Octospora,humosa,,0.274,
Fungi,Octospora,humosa,,0.325,
Fungi,Octospora,humosa,,0.448,
Fungi,Octospora,humosa,,0.515,
Fungi,Octospora,leucoloma,,0.098,
Fungi,Otidea,alutacea cf.,,0.037,
Fungi,Otidea,cochleata cf.,,0.035,
Fungi,Otidea,onotica,,0.037,
Fungi,Pachyella,babingtonii,,0.044,
Fungi,Pachyella,celtica,,0.092,
Fungi,Peziza,ammophila,,0.054,
Fungi,Peziza,ampelina,,0.054,
Fungi,Peziza,ampliata,,0.047,
Fungi,Peziza,arvernensis,,0.052,
Fungi,Peziza,badia,,0.056,
Fungi,Peziza,badia,,0.057,
Fungi,Peziza,badia,,0.058,
Fungi,Peziza,badioconfusa,,0.055,
Fungi,Peziza,cerea,,0.029,
Fungi,Peziza,cerea,,0.037,
Fungi,Peziza,cerea,,0.05,
Fungi,Peziza,cerea,,0.052,
Fungi,Peziza,echinospora,,0.065,
Fungi,Peziza,jungermanniae,,0.028,
Fungi,Peziza,limnaea,,0.054,
Fungi,Peziza,lobulata,,0.034,
Fungi,Peziza,michelii,,0.05,
Fungi,Peziza,micropus,,0.047,
Fungi,Peziza,micropus,,0.051,
Fungi,Peziza,micropus,,0.066,
Fungi,Peziza,micropus,,0.142,
Fungi,Peziza,moravecii,,0.092,
Fungi,Peziza,moseri,,0.07,
Fungi,Peziza,nivea,,0.076,
Fungi,Peziza,pseudoviolacea,,0.071,
Fungi,Peziza,pseudoviolacea,,0.076,
Fungi,Peziza,repanda,,0.031,
Fungi,Peziza,repanda,,0.034,
Fungi,Peziza,repanda,,0.065,
Fungi,Peziza,repanda,,0.089,
Fungi,Peziza,succosa,,0.062,
Fungi,Peziza,succosa,,0.096,
Fungi,Peziza,varia,,0.034,
Fungi,Peziza,varia,,0.038,
Fungi,Peziza,varia,,0.05,
Fungi,Peziza,varia,,0.051,
Fungi,Peziza,varia,,0.066,
Fungi,Peziza,varia,,0.125,
Fungi,Peziza,varia,,0.143,
Fungi,Peziza,violacea,,0.03,
Fungi,Peziza,violacea,,0.031,
Fungi,Peziza,violacea,,0.034,
Fungi,Peziza,violacea,,0.035,
Fungi,Peziza,violacea,,0.038,
Fungi,Peziza,violacea,,0.047,
Fungi,Peziza,violacea,,0.048,
Fungi,Peziza,violacea,,0.067,
Fungi,Peziza,violacea,,0.076,
Fungi,Peziza,violacea,,0.08,
Fungi,Pithya,cupressina,,0.036,
Fungi,Plectania,melastoma,,0.095,
Fungi,Plectania,melastoma,,0.095,
Fungi,Plicaria,leiocarpa,,0.037,
Fungi,Pseudoplectania,nigrella,,0.037,
Fungi,Pseudoplectania,nigrella,,0.039,
Fungi,Pseudoplectania,vogesiaca,,0.063,
Fungi,Pseudoplectania,vogesiaca,,0.063,
Fungi,Ptychoverpa,bohemica,,0.049,
Fungi,Ptychoverpa,bohemica,,0.052,
Fungi,Pulvinula,convexella,,0.051,
Fungi,Pulvinula,convexella,,0.057,
Fungi,Pyronema,omphalodes,,0.035,
Fungi,Pyronema,omphalodes,,0.051,
Fungi,Pyronema,omphalodes,,0.051,
Fungi,Ramsbottomia,asperior,,0.052,
Fungi,Ramsbottomia,crechqueraultii,,0.048,
Fungi,Rhizina,undulata,,0.016,
Fungi,Rhizina,undulata,,0.088,
Fungi,Sarcoscypha,austriaca,,0.035,
Fungi,Sarcoscypha,austriaca,,0.035,
Fungi,Sarcoscypha,coccinea,,0.04,
Fungi,Sarcoscypha,jurana,,0.036,
Fungi,Sarcoscypha,jurana,,0.037,
Fungi,Sarcoscypha,jurana,,0.037,
Fungi,Scutellinia,ceijpii,,0.029,
Fungi,Scutellinia,ceijpii,,0.032,
Fungi,Scutellinia,ceijpii,,0.032,
Fungi,Scutellinia,ceijpii,,0.035,
Fungi,Scutellinia,crinita,,0.032,
Fungi,Scutellinia,crinita,,0.033,
Fungi,Scutellinia,crucipila,,0.023,
Fungi,Scutellinia,macrospora,,0.031,
Fungi,Scutellinia,pseudotrechispora,,0.032,
Fungi,Scutellinia,scutellata,,0.029,
Fungi,Scutellinia,scutellata,,0.032,
Fungi,Scutellinia,scutellata,,0.033,
Fungi,Scutellinia,scutellata,,0.034,
Fungi,Scutellinia,scutellata,,0.035,
Fungi,Scutellinia,subhirtella,,0.034,
Fungi,Sphaerosporella,brunnea,,0.053,
Fungi,Tarzetta,catinus,,0.155,
Fungi,Tarzetta,catinus,,0.169,
Fungi,Tarzetta,cupularis,,0.165,
Fungi,Terfezia,boudieri,,0.065,
Fungi,Terfezia,claveryi,,0.076,
Fungi,Terfezia,claveryi,,0.076,
Fungi,Tirmania,nivea,,0.065,
Fungi,Tricharina,praecox,,0.039,
Fungi,Trichophaea,gregaria,,0.175,
Fungi,Trichophaea,gregaria,,0.179,
Fungi,Trichophaea,hemisphaerioides,,0.023,
Fungi,Trichophaea,hemisphaerioides,,0.03,
Fungi,Trichophaea,hemisphaerioides,,0.032,
Fungi,Trichophaea,hemisphaerioides,,0.045,
Fungi,Trichophaea,hemisphaerioides,,0.045,
Fungi,Trichophaea,hemisphaerioides,,0.046,
Fungi,Trichophaea,hemisphaerioides,,0.046,
Fungi,Trichophaea,hybrida,,0.147,
Fungi,Tuber,aestivum,,,
Fungi,Tuber,aestivum,,,
Fungi,Tuber,aestivum,,,
Fungi,Tuber,aestivum,,,
Fungi,Tuber,aestivum,,0.147,
Fungi,Tuber,borchii,,0.035,
Fungi,Tuber,borchii,,0.099,
Fungi,Tuber,brumale,,0.175,
Fungi,Tuber,canaliculatum,,0.122,
Fungi,Tuber,gibbosum,,0.075,
Fungi,Tuber,indicum,,0.113,
Fungi,Tuber,melanosporum,,0.126,
Fungi,Underwoodia,fuegiana,,0.096,
Fungi,Verpa,conica,,0.047,
Fungi,Verpa,conica,,0.05,
Fungi,Verpa,conica,,0.053,
Fungi,Wilcoxina,mikolae,,0.12,
Fungi,Trichodelitschia,bisporula,,0.026,
Fungi,Alternaria,alternata,,0.034,
Fungi,Alternaria,brassicicola,,0.03,
Fungi,Alternaria,brassicicola,,0.031,
Fungi,Amniculicola,lignicola,,0.051,
Fungi,Bipolaris,cookei,,0.037,
Fungi,Bipolaris,maydis,,0.033,
Fungi,Bipolaris,oryzae,,0.032,
Fungi,Bipolaris,sorokiniana,,0.034,
Fungi,Bipolaris,victoriae,,0.034,
Fungi,Cochliobolus,heterostrophus,,0.034,
Fungi,Cochliobolus,heterostrophus,,0.036,
Fungi,Cochliobolus,heterostrophus,,0.037,
Fungi,Cochliobolus,sativus,,0.034,
Fungi,Cochliobolus,sativus,,0.035,
Fungi,Coleroa,chaetomium,,0.027,
Fungi,Leptosphaeria,maculans,,0.046,
Fungi,Parastagonospora,nodorum,,0.038,
Fungi,Phaeosphaeria,caricinella,,0.05,
Fungi,Phaeosphaeria,nodorum,,0.029,
Fungi,Phaeosphaeria,nodorum,,0.033,
Fungi,Phaeosphaeria,nodorum,,0.038,
Fungi,Pyrenophora,graminea,,0.042,
Fungi,Pyrenophora,graminea,,0.042,
Fungi,Pyrenophora,graminea,,0.045,
Fungi,Pyrenophora,graminea,,0.046,
Fungi,Pyrenophora,teres,,0.034,
Fungi,Pyrenophora,tritici-repentis,,0.039,
Fungi,Setosphaeria,turcica,,0.044,
Fungi,Sporormia,fimetaria,,0.026,
Fungi,Stagonospora,,,0.037,
Fungi,Stagonospora,nodorum,,0.038,
Fungi,Trematosphaeria,pertusa,,0.049,
Fungi,Verruculina,enalia,,0.063,
Fungi,Westerdykella,ornata,,0.028,
Fungi,Zopfia,rhizophila,,0.156,
Fungi,Pneumocystis,carinii,,0.007,
Fungi,Pneumocystis,carinii,,0.008,
Fungi,Pneumocystis,carinii,,0.008,
Fungi,Pneumocystis,jirovecii,,0.008,
Fungi,Coccomyces,coronatus,,0.067,
Fungi,Cyclaneusma,minus,,0.05,
Fungi,Lophodermium,arundinaceum,,0.044,
Fungi,Potebniamyces,pyri,,0.018,
Fungi,Propolis,farinosa,,0.023,
Fungi,Tryblidiopsis,pinastri,,0.11,
Fungi,Ascoidea,rubescens,,0.018,
Fungi,Ashbya,gossypii,,0.009,
Fungi,Candida,albicans,,0.014,
Fungi,Candida,albicans,,0.015,
Fungi,Candida,albicans,,0.016,
Fungi,Candida,albicans,,0.016,
Fungi,Candida,albicans,,0.018,
Fungi,Candida,albicans,,0.029,
Fungi,Candida,albicans,,0.037,
Fungi,Candida,albicans,,0.037,
Fungi,Candida,albicans,,0.037,
Fungi,Candida,albicans,,0.039,
Fungi,Candida,caseinolytica,,0.009,
Fungi,Candida,dubliniensis,,0.015,
Fungi,Candida,dubliniensis,,0.016,
Fungi,Candida,glabrata,,,
Fungi,Candida,glabrata,,0.013,
Fungi,Candida,guilliermondii,,0.016,
Fungi,Candida,krusei,,0.016,
Fungi,Candida,lusitaniae,,0.016,
Fungi,Candida,parapsilosis,,0.013,
Fungi,Candida,tenuis,,0.011,
Fungi,Candida,tropicalis,,0.015,
Fungi,Candida,tropicalis,,0.015,
Fungi,Clavispora,lusitaniae,,0.016,
Fungi,Debaryomyces,hansenii,,0.012,
Fungi,Endomyces,scopularum,,0.021,
Fungi,Eremothecium,gossypii,,0.009,
Fungi,Holleya,sinecauda,,0.009,
Fungi,Kazachstania,exigua,,0.018,
Fungi,Kazachstania,servazzii,,0.013,
Fungi,Kluyveromyces,lactis,,0.011,
Fungi,Kluyveromyces,lactis,,0.011,
Fungi,Kluyveromyces,marxianus,,0.014,
Fungi,Kluyveromyces,waltii,,0.011,
Fungi,Kluyveromyces,waltii,,0.011,
Fungi,Komagataella,pastoris,,0.01,
Fungi,Lachancea,kluyveri,,0.012,
Fungi,Lachancea,kluyveri,,0.013,
Fungi,Lachancea,thermotolerans,,0.011,
Fungi,Lachancea,thermotolerans,,0.011,
Fungi,Lodderomyces,elongisporus,,0.016,
Fungi,Meyerozyma,guilliermondii,,0.012,
Fungi,Millerozyma,farinosa,,0.014,
Fungi,Nadsonia,fulvescens,,0.014,
Fungi,Ogataea,polymorpha,,0.009,
Fungi,Ogataea,polymorpha,,0.01,
Fungi,Pachysolen,tannophilus,,0.013,
Fungi,Pichia,membranifaciens,,0.012,
Fungi,Pichia,sorbitophila,,0.014,
Fungi,Saccharomyces,bayanus,,0.012,
Fungi,Saccharomyces,bayanus,,0.012,
Fungi,Saccharomyces,bayanus,,0.012,
Fungi,Saccharomyces,bayanus,,0.012,
Fungi,Saccharomyces,carlsbergensis,,0.02,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,cerevisiae,,0.012,
Fungi,Saccharomyces,kudriavzevii,,0.011,
Fungi,Saccharomyces,kudriavzevii,,0.012,
Fungi,Saccharomyces,kudriavzevii,,0.012,
Fungi,Saccharomyces,mikatae,,0.011,
Fungi,Saccharomyces,mikatae,,0.012,
Fungi,Saccharomyces,mikatae,,0.012,
Fungi,Saccharomyces,paradoxus,,0.012,
Fungi,Saccharomyces,paradoxus,,0.012,
Fungi,Saccharomyces,pastorianus,,0.023,
Fungi,Saccharomyces,pastorianus,,0.023,
Fungi,Scheffersomyces,stipitis,,0.016,
Fungi,Scheffersomyces,stipitis,,0.016,
Fungi,Spathaspora,passalidarum,,0.013,
Fungi,Vanderwaltozyma,polyspora,,0.015,
Fungi,Wickerhamomyces,anomalus,,0.014,
Fungi,Yarrowia,lipolytica,,0.021,
Fungi,Yarrowia,lipolytica,,0.021,
Fungi,Yarrowia,lipolytica,,0.021,
Fungi,Zygosaccharomyces,rouxii,,0.01,
Fungi,Zygosaccharomyces,rouxii,,0.013,
Fungi,Zygosaccharomyces,rouxii,,0.013,
Fungi,Lipomyces,starkeyi NRRL Y-11557,,0.022,
Fungi,Schizosaccharomyces,cryophilus,,0.012,
Fungi,Schizosaccharomyces,japonicus,,0.012,
Fungi,Schizosaccharomyces,japonicus,,0.014,
Fungi,Schizosaccharomyces,japonicus,,0.014,
Fungi,Schizosaccharomyces,octosporus,,0.012,
Fungi,Schizosaccharomyces,octosporus,,0.014,
Fungi,Schizosaccharomyces,octosporus,,0.014,
Fungi,Schizosaccharomyces,pombe,,0.013,
Fungi,Schizosaccharomyces,pombe,,0.013,
Fungi,Schizosaccharomyces,pombe,,0.014,
Fungi,Schizosaccharomyces,pombe,,0.014,
Fungi,Albertiniella,polyporicola,,0.03,
Fungi,Chaetomium,globosum,,0.036,
Fungi,Chaetomium,globosum,,0.037,
Fungi,Cladorrhinum,bulbillosum,,0.041,
Fungi,Coniochaeta,ligniaria,,0.031,
Fungi,Cryphonectria,parasitica,,0.045,
Fungi,Lasiosphaeria,ovina,,0.025,
Fungi,Lasiosphaeria,spermoides,,0.025,
Fungi,Myceliophthora,thermophila,,0.04,
Fungi,Neurospora,crassa,,0.038,
Fungi,Neurospora,crassa,,0.039,
Fungi,Neurospora,crassa,,0.04,
Fungi,Neurospora,crassa,,0.04,
Fungi,Neurospora,crassa,,0.041,
Fungi,Neurospora,crassa,,0.042,
Fungi,Neurospora,crassa,,0.042,
Fungi,Neurospora,crassa,,0.044,
Fungi,Neurospora,crassa,,0.044,
Fungi,Neurospora,discreta,,0.038,
Fungi,Neurospora,discreta,,0.041,
Fungi,Neurospora,hispaniola,,0.042,
Fungi,Neurospora,tetrasperma,,0.039,
Fungi,Neurospora,tetrasperma,,0.04,
Fungi,Neurospora,tetrasperma,,0.04,
Fungi,Neurospora,tetrasperma,,0.04,
Fungi,Neurospora,tetrasperma,,0.04,
Fungi,Neurospora,tetrasperma,,0.041,
Fungi,Podospora,pauciseta,,0.035,
Fungi,Podospora,pauciseta,,0.035,
Fungi,Podospora,pauciseta,,0.035,
Fungi,Podospora,pauciseta,,0.036,
Fungi,Podospora,pauciseta,,0.036,
Fungi,Sordaria,macrospora,,0.04,
Fungi,Thielavia,antarctica,,0.042,
Fungi,Thielavia,appendiculata,,0.033,
Fungi,Thielavia,arenaria,,0.032,
Fungi,Thielavia,hyrcaniae,,0.032,
Fungi,Thielavia,terrestris,,0.038,
Fungi,Thielavia,terrestris,,0.038,
Fungi,Taphrina,deformans,,0.014,
Fungi,Xanthoria,parietina,,0.033,
Fungi,Xanthoria,parietina,,0.041,
Fungi,Trypethelium,eluteriae,,0.033,
Fungi,Biscogniauxia,repanda,,0.104,
Fungi,Daldinia,eschscholtzii,,0.038,
Fungi,Diatrype,disciformis,,0.039,
Fungi,Endoxyla,avocetta,,0.057,
Fungi,Entoleuca,mammata,,0.034,
Fungi,Eutypa,lata,,0.055,
Fungi,Hypoxylon,cohaerens,,0.024,
Fungi,Hypoxylon,fuscum,,0.027,
Fungi,Hypoxylon,fuscum,,0.04,
Fungi,Hypoxylon,multiforme,,0.025,
Fungi,Hypoxylon,pulicicidum,,0.041,
Fungi,Hypoxylon,punctulatum,,0.024,
Fungi,Hypoxylon,rubiginosum,,0.034,
Fungi,Hypoxylon,rubiginosum,,0.034,
Fungi,Hypoxylon,rubiginosum,,0.043,
Fungi,Hypoxylon,rubiginosum,,0.045,
Fungi,Hypoxylon,sp,,0.039,
Fungi,Hypoxylon,sp,,0.048,
Fungi,Hypoxylon,sp,,0.048,
Fungi,Kretzschmaria,deusta,,0.048,
Fungi,Microdochium,bolleyi,,0.04,
Fungi,Nemania,abortiva,,0.051,
Fungi,Nemania,serpens,,0.025,
Fungi,Pestalotiopsis,fici,,0.053,
Fungi,Pestalotiopsis,sp,,0.047,
Fungi,Pseudomassariella,vexata,,0.046,
Fungi,Xylaria,carpophila,,0.052,
Fungi,Xylaria,hypoxylon,,0.044,
Fungi,Xylaria,hypoxylon,,0.068,
Fungi,Xylaria,longipes,,0.052,
Fungi,Xylaria,longipes,,0.065,
Fungi,Xylaria,striata,,0.061,
Fungi,Xylona,heveae,,0.025,
Fungi,Agaricus,bisporus,,0.031,
Fungi,Agaricus,bisporus,,0.031,
Fungi,Agaricus,bisporus,,0.031,
Fungi,Agaricus,bisporus,,0.033,
Fungi,Agaricus,bisporus,,0.041,
Fungi,Amanita,bisporigera,,0.041,
Fungi,Amanita,bisporigera,,0.077,
Fungi,Amanita,brunnescens,,0.059,
Fungi,Amanita,jacksonii,,0.032,
Fungi,Amanita,muscaria,,0.042,
Fungi,Amanita,muscaria,,0.069,
Fungi,Amanita,phalloides,,0.041,
Fungi,Amanita,polypyramis,,0.024,
Fungi,Amanita,thiersii,,0.034,
Fungi,Armillaria,calvescens,,0.075,
Fungi,Armillaria,calvescens,,0.077,
Fungi,Armillaria,calvescens,,0.079,
Fungi,Armillaria,cepistipes,,0.077,
Fungi,Armillaria,fuscipes,,0.054,
Fungi,Armillaria,gallica,,0.083,
Fungi,Armillaria,gallica,,0.084,
Fungi,Armillaria,gallica,,0.084,
Fungi,Armillaria,gallica,,0.087,
Fungi,Armillaria,gemina,,0.059,
Fungi,Armillaria,gemina,,0.06,
Fungi,Armillaria,gemina,,0.061,
Fungi,Armillaria,mellea,,0.06,
Fungi,Armillaria,mellea,,0.061,
Fungi,Armillaria,mellea,,0.063,
Fungi,Armillaria,mellea,,0.081,
Fungi,Armillaria,nabsnona,,0.067,
Fungi,Armillaria,nabsnona,,0.067,
Fungi,Armillaria,nabsnona,,0.067,
Fungi,Armillaria,ostoyae,,0.054,
